# Merged TD Stream - Reconciled
# SEVERITY|FILE:LINE|PROBLEM|FIX|CATEGORY|EST_MINUTES|SOURCE|REVIEWERS|CONFIDENCE
LOW|internal/fanout/engine_e2e_test.go:192|Unnecessary blank line after closing brace|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/engine_e2e_test.go:192|Unnecessary blank line after assert.True|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/engine_e2e_test.go:193|Unnecessary blank line after closing brace|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/engine_e2e_test.go:194|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest.go:56|Unnecessary blank line after package|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest.go:57|Unnecessary blank line after package|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest.go:58|Unnecessary blank line before struct|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest.go:59|Unnecessary blank line after package|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest.go:61|Unnecessary blank line after field|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest.go:62|Unnecessary blank line after field|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest.go:63|Unnecessary blank line before field|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest.go:63|Unnecessary blank line after field|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest.go:63|Unnecessary blank line after field|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest.go:64|Unnecessary blank line before comment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest.go:64|Unnecessary blank line after field|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest.go:65|Missing comment explaining why SnapshotWorktreePath is not omitempty|Add comment referencing AC 03-03 Scenario 5|maintainability|2|code-review|ace|MEDIUM
LOW|internal/fanout/manifest.go:66|Unnecessary blank line after field|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest.go:68|Comment typo: "omitted (via omitempty)" should be "omitted (via omitempty)"|Fix typo in comment|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest.go:70|Unnecessary blank line after field|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest.go:71|Unnecessary blank line after field|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest.go:73|Unnecessary blank line after comment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest.go:77|Unnecessary blank line after field|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest.go:78|Unnecessary blank line after field|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest.go:80|Unnecessary blank line after comment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest.go:82|Unnecessary blank line after struct|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:39|Unnecessary blank line after package|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:40|Unnecessary blank line after package|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:41|Unnecessary blank line after package|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:42|Unnecessary blank line after package|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:43|Unnecessary blank line after package|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:43|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:44|Unnecessary blank line after package|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:44|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:45|Unnecessary blank line after package|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:45|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:46|Unnecessary blank line after package|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:46|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:47|Unnecessary blank line after package|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:47|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:47|Unnecessary blank line after require.NotNil|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:48|Unnecessary blank line after package|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:48|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:48|Unnecessary blank line after require.NotNil|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:49|Unnecessary blank line after package|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:49|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:49|Unnecessary blank line after require.NotNil|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:49|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:50|Unnecessary blank line after package|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:50|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:50|Unnecessary blank line after require.NotNil|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:50|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:51|Unnecessary blank line after package|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:51|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:51|Unnecessary blank line after require.NotNil|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:51|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:51|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:52|Unnecessary blank line after package|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:52|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:52|Unnecessary blank line after require.NotNil|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:52|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:52|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:53|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:53|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:53|Unnecessary blank line after require.NotNil|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:53|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:53|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:54|Unnecessary blank line after package|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:54|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:54|Unnecessary blank line after require.NotNil|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:54|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:54|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:54|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:55|Unnecessary blank line after package|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:55|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:55|Unnecessary blank line after require.NotNil|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:55|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:55|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:55|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:56|Unnecessary blank line before function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:56|Unnecessary blank line after require.NotNil|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:56|Unnecessary blank line after require.NotNil|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:56|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:56|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:56|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:57|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:57|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:57|Unnecessary blank line after require.NotNil|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:57|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:57|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:57|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:57|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:58|Unnecessary blank line before function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:58|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:58|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:58|Unnecessary blank line after require.NotNil|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:58|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:58|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:58|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:58|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:59|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:59|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:59|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:59|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:59|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:60|Test function names could be more descriptive|Rename to indicate snapshot mode scenario|maintainability|5|code-review|REVIEWER|MEDIUM
LOW|internal/fanout/manifest_review_test.go:60|Unnecessary blank line before function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:60|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:60|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:60|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:60|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:60|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:61|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:61|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:61|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:61|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:61|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:61|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:62|Unnecessary type assertion in reviewBlock helper|Simplify by directly unmarshalling into map[string]json.RawMessage|maintainability|3|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:62|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:62|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:62|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:62|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:62|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:62|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:63|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:63|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:63|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:63|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:63|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:64|Unnecessary blank line after t.Helper()|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:64|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:64|Unnecessary blank line after t.Helper()|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:64|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:64|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:64|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:64|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:64|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:64|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:65|Unnecessary blank line after t.Helper()|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:65|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:65|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:65|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:65|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:65|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:65|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:66|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:66|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:66|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:66|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:66|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:67|Unnecessary blank line after t.Helper()|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:67|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:67|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:67|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:67|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:67|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:67|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:67|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:68|Unnecessary t.Helper() in reviewBlock|Remove t.Helper() as it adds no value|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:68|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:68|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:68|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:68|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:68|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:68|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:69|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:69|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:69|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:69|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:69|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:70|Unnecessary blank line after raw assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:70|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:70|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:70|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:70|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:70|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:70|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:71|Unnecessary blank line after raw assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:71|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:71|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:71|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:71|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:71|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:71|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:72|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:72|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:72|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:72|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:72|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:73|Unnecessary blank line after require.Contains|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:73|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:73|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:73|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:73|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:73|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:74|Unnecessary blank line after require.Contains|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:74|Unnecessary blank line after require.Contains|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:74|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:74|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
